,weight,bias
0,0.03414199323740413,-0.0050063317447125435
1,-0.0043477116046064706,-0.0050063317447125435
2,0.160637535449981,-0.0050063317447125435
3,0.3961167613461417,-0.0050063317447125435
4,0.7425805297870816,-0.0050063317447125435
5,0.4061289993802809,-0.0050063317447125435
6,0.45186228172541704,-0.0050063317447125435
7,0.47874518804972105,-0.0050063317447125435
8,0.012426823056357639,-0.0050063317447125435
9,0.028649272365211163,-0.0050063317447125435
10,-0.011357257307339719,-0.0050063317447125435
11,1.2263487487696496,-0.0050063317447125435
12,0.023611207178679993,-0.0050063317447125435
13,1.3824500546273837,-0.0050063317447125435
14,0.5282200983963218,-0.0050063317447125435
15,0.036534639424793694,-0.0050063317447125435
16,0.2056605000785119,-0.0050063317447125435
17,0.011738997380043624,-0.0050063317447125435
18,0.03661323965019334,-0.0050063317447125435
19,0.601356801128233,-0.0050063317447125435
20,0.5096968686869158,-0.0050063317447125435
21,0.8854814718692873,-0.0050063317447125435
22,0.3017290177467757,-0.0050063317447125435
23,0.42533640050275834,-0.0050063317447125435
